Existence of hotels - does not exist,Total number of restaurants,Town,Existence of cafes - does not exist,refArea,Existence of touristic attractions prone to be exploited and developed - exists,Total number of guest houses,Observation URI,Existence of restaurants - does not exist,Total number of hotels,Existence of hotels - exists,Existence of restaurants - exists,Existence of initiatives and projects in the past five years to improve the tourism sector - exists,publisher,Total number of cafes,Existence of guest houses - exists,dataset,Existence of touristic attractions that can be expolited and developed - does not exist,Tourism Index,references,Existence of cafes - exists,Existence of guest houses - does not exist
1,0,Mrah Kwakh,1,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mrah+Kwakh,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Mraijat,1,http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mraijat,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,2,Mrayjat Zahleh,1,http://dbpedia.org/resource/ZahlÃ©_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mrayjat+Zahleh,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Mristi,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mristi,1,0,0,0,1,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,1,https://impact.cib.gov.lb/home#open_data_section,0,0
0,8,Mrouj,0,http://dbpedia.org/resource/Matn_District,0,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mrouj,0,1,1,1,0,Impact Open Data,2,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,10,https://impact.cib.gov.lb/home#open_data_section,1,0
1,10,Mtayleb,1,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mtayleb,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Mtolleh,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mtolleh,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Mzraat Kefraya,1,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mzraat+Kefraya,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,50,Nabatiyeh,0,https://dbpedia.org/page/Nabatieh_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Nabatiyeh,0,0,0,1,0,Impact Open Data,50,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,10,Nabatiyeh El-Faouka,0,https://dbpedia.org/page/Nabatieh_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Nabatiyeh+El-Faouka,0,0,0,1,0,Impact Open Data,8,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,6,https://impact.cib.gov.lb/home#open_data_section,1,1
0,0,Nabay,0,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Nabay,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,1,Nabha Ed-Damdoum,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Nabha+Ed-Damdoum,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,3,https://impact.cib.gov.lb/home#open_data_section,0,1
0,15,Nabha Mehfara,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,20,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Nabha+Mehfara,0,4,1,1,0,Impact Open Data,15,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,10,https://impact.cib.gov.lb/home#open_data_section,1,0
1,0,Nabha Qoudam,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Nabha+Qoudam,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,0,Nabi Ayla,0,http://dbpedia.org/resource/ZahlÃ©_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Nabi+Ayla,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,11,Nabi Chit,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Nabi+Chit,0,0,0,1,0,Impact Open Data,8,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
0,2,Nabi Osmane,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Nabi+Osmane,0,1,1,1,0,Impact Open Data,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,9,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Nahleh Baalbek,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Nahleh+Baalbek,1,0,0,0,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
0,0,Nahmeh,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Nahmeh,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Nahr Ibrahim,0,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Nahr+Ibrahim,1,0,0,0,0,Impact Open Data,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Najjariyeh,0,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Najjariyeh,1,0,0,0,0,Impact Open Data,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
1,1,Nakhleh,1,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Nakhleh,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Naoura El-Faouqa,1,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Naoura+El-Faouqa,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Nasriyet Zahleh,1,http://dbpedia.org/resource/ZahlÃ©_District,0,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Nasriyet+Zahleh,1,0,0,0,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,1,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Nfisseh,1,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Nfisseh,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Niha El-Chouf,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Niha+El-Chouf,1,0,0,0,0,Impact Open Data,4,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,4,https://impact.cib.gov.lb/home#open_data_section,1,0
1,0,Niha Zahleh,1,http://dbpedia.org/resource/ZahlÃ©_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Niha+Zahleh,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,3,Nimrine,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Nimrine,0,0,0,1,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,2,Nmairiyeh,1,https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Nmairiyeh,0,0,0,1,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Ouada,1,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ouada,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Ouadi Baanqoudaine,1,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ouadi+Baanqoudaine,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,1,Ouadi Banhlay,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ouadi+Banhlay,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Ouadi Chahine,1,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ouadi+Chahine,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Ouadi Chahrour El Aaoulia,1,http://dbpedia.org/resource/Baabda_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ouadi+Chahrour+El+Aaoulia,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Ouadi Chahrour Es-Soufla,0,http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ouadi+Chahrour+Es-Soufla,1,0,0,0,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
1,1,Ouadi Ed-Deir,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ouadi+Ed-Deir,0,0,0,1,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Ouadi El-Haour,1,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ouadi+El-Haour,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Ouadi El-Karm El-Matn,1,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ouadi+El-Karm+El-Matn,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Ouadi El-Laymoun,0,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ouadi+El-Laymoun,1,0,0,0,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Ouadi Es-Sitt,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ouadi+Es-Sitt,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Ouadi Faara,1,http://dbpedia.org/resource/Hermel_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ouadi+Faara,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,7,Ouadi Khaled,0,https://dbpedia.org/page/Akkar_Governorate,0,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ouadi+Khaled,0,0,0,1,0,Impact Open Data,5,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,7,https://impact.cib.gov.lb/home#open_data_section,1,0
1,0,Ouadi Nakhleh,0,"http://dbpedia.org/resource/Tripoli_District,_Lebanon",0,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ouadi+Nakhleh,1,0,0,0,0,Impact Open Data,5,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,4,https://impact.cib.gov.lb/home#open_data_section,1,0
1,1,Ouadi Qannoubine,1,http://dbpedia.org/resource/Bsharri_District,0,10,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ouadi+Qannoubine,0,0,0,1,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,4,https://impact.cib.gov.lb/home#open_data_section,0,0
1,2,Ouardaniyeh,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ouardaniyeh,0,0,0,1,1,Impact Open Data,2,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,7,https://impact.cib.gov.lb/home#open_data_section,1,0
1,0,Ouarhaniyeh,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ouarhaniyeh,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,0,Ouata El-Jaouz,0,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ouata+El-Jaouz,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,6,Qaa Baalbek,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,7,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qaa+Baalbek,0,0,0,1,1,Impact Open Data,4,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,7,https://impact.cib.gov.lb/home#open_data_section,1,0
0,5,Qaa Er-Rim,1,http://dbpedia.org/resource/ZahlÃ©_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qaa+Er-Rim,0,1,1,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,0,1
1,4,Qaaqaaiyet Ej-Jisr,0,https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qaaqaaiyet+Ej-Jisr,0,0,0,1,0,Impact Open Data,10,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
0,0,Qaaqaiyet Es-Snaoubar,0,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qaaqaiyet+Es-Snaoubar,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Qaaqour,1,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qaaqour,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,5,Qabaait,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qabaait,0,0,0,1,0,Impact Open Data,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
0,12,Qabb Elias,0,http://dbpedia.org/resource/ZahlÃ©_District,1,7,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qabb+Elias,0,1,1,1,1,Impact Open Data,6,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,10,https://impact.cib.gov.lb/home#open_data_section,1,0
0,0,Qabrikha,0,http://dbpedia.org/resource/Marjeyoun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qabrikha,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Qachlaq,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qachlaq,1,0,0,0,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
1,5,Qahmez,0,http://dbpedia.org/resource/Byblos_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qahmez,0,0,0,1,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Qalaa,1,http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qalaa,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,5,Qalamoun,0,"http://dbpedia.org/resource/Tripoli_District,_Lebanon",0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qalamoun,0,1,1,1,1,Impact Open Data,8,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,9,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Qalaouiyeh,1,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qalaouiyeh,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,1,Qalhat,1,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qalhat,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Qannebet Salima,1,http://dbpedia.org/resource/Matn_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qannebet+Salima,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Qantara,1,http://dbpedia.org/resource/Marjeyoun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qantara,1,0,0,0,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,0,Qantarat Aakkar,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qantarat+Aakkar,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,1,Qanya,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qanya,0,0,0,1,0,Impact Open Data,6,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Qaouzah,1,http://dbpedia.org/resource/Bint_Jbeil_District,0,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qaouzah,1,0,0,0,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,1,https://impact.cib.gov.lb/home#open_data_section,0,0
0,3,Qaraaoun,0,http://dbpedia.org/resource/Western_Beqaa_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qaraaoun,0,0,1,1,1,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,9,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Qarah Bach,1,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qarah+Bach,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,0,Qardaf,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qardaf,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Qarha,1,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qarha,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,0,Qarha Baalbek,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qarha+Baalbek,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,1,Qarhaiya,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qarhaiya,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Qarsaita,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qarsaita,1,0,0,0,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
0,2,Qartaba,0,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qartaba,0,2,1,1,1,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,9,https://impact.cib.gov.lb/home#open_data_section,1,1
1,3,Qaser,0,http://dbpedia.org/resource/Hermel_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qaser,0,0,0,1,0,Impact Open Data,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Qatrani,0,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qatrani,1,0,0,0,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
1,1,Qattineh-Miniyeh,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qattineh-Miniyeh,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Qaynour,1,http://dbpedia.org/resource/Bsharri_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qaynour,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Qaytouleh,1,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qaytouleh,1,0,0,0,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
